show_id,type,title,director,cast,country,year_added,release_year,rating,duration,category
70087541,Movie,"You Don't Mess with the Zohan","Dennis Dugan","Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson, Lainie Kazan, Ido Mosseri, Rob Schneider, Dave Matthews, Michael Buffer, Charlotte Rae","United States",2019,2008,UR,"113 min","Action & Adventure, Comedies"
81004113,"TV Show","Age of Rebellion","Peter Ho","Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu",Taiwan,2018,2018,TV-MA,"1 Season","Crime TV Shows, International TV Shows, TV Dramas"
81003984,Movie,"Barça Dreams","Jordi Llompart","Johan Cruyff, Andrés Iniesta, Gary Lineker, Xavi Hernández, Lionel Messi, Pau Gasol",Spain,2018,2015,TV-14,"122 min","Documentaries, International Movies, Sports Movies"
70024088,Movie,Brick,"Rian Johnson","Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Richard Roundtree, Meagan Good, Brian White","United States",2018,2005,R,"110 min","Independent Movies, Thrillers"
81005312,Movie,Carbon,"Olivier Marchal","Benoît Magimel, Gringe, Idir Chender, Laura Smet, Michaël Youn, Dani, Patrick Catalifo, Gérard Depardieu","France, Belgium",2018,2017,TV-MA,"104 min","Dramas, International Movies, Thrillers"
80082969,Movie,Delirium,"Dennis Iliadis","Topher Grace, Genesis Rodriguez, Patricia Clarkson, Callan Mulvey, Robin Thomas, Daisy McCrackin","United States",2018,2018,R,"96 min","Horror Movies, Thrillers"
80994130,Movie,Garbage,"Qaushiq Mukherjee","Tanmay Dhanania, Trimala Adhikari, Satarupa Das, Satchit Puranik, Gitanjali Dang, Shruti Viswan, Nikhil Chopra, Krish Moitra",India,2018,2018,TV-MA,"109 min","Dramas, Independent Movies, International Movies"
81019924,Movie,"Hope Aur Hum","Sudip Bandyopadhyay","Naseeruddin Shah, Kabir Sajid, Sonali Kulkarni, Amir Bashir, Naveen Kasturia, Neha Chauhan, Virti Vaghani",India,2018,2018,TV-14,"95 min","Children & Family Movies, Comedies, Dramas"
81018240,Movie,"​​Kuch Bheege Alfaaz",Onir,"Geetanjali Thapa, Zain Khan Durrani, Shray Rai Tiwari, Mona Ambegaonkar, Chandreyee Ghosh, Barun Chanda, Saheb Bhattacharjee, Shefali Chauhan",India,2018,2018,TV-14,"110 min","Dramas, Independent Movies, International Movies"
81013710,Movie,"Love and Shukla","Jatla Siddartha","Saharsh Kumar Shukla, Taneea Rajawat, Hima Singh, Aparna Upadhyay, Loknath Tiwari, Sambhaji Sasane",India,2018,2017,TV-MA,"110 min","Dramas, Independent Movies, International Movies"
70077076,Movie,"Murder Party","Jeremy Saulnier","Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi","United States",2018,2007,NR,"79 min","Comedies, Cult Movies, Horror Movies"
81014988,Movie,"Once Again","Kanwal Sethi","Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli, Bhagwan Tiwari","India, Germany, Austria",2018,2018,TV-PG,"101 min","Dramas, Independent Movies, International Movies"
80102950,Movie,"Pee Mak","Banjong Pisanthanakun","Mario Maurer, Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak, Wiwat Kongrasri, Kantapat Permpoonpatcharasuk, Sean Jindachot",Thailand,2018,2013,TV-MA,"112 min","Comedies, Horror Movies, International Movies"
80994108,"TV Show",Sisters,,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski",Australia,2018,2018,TV-MA,"1 Season","International TV Shows, TV Comedies, TV Dramas"
70055221,Movie,"Solo Con Tu Pareja","Alfonso Cuarón","Luis de Icaza, Dobrina Liubomirova, Isabel Benet, Claudia Fernandez, Luz María Jerez, Claudia Ramírez, Astrid Hadad, Toshiro Hisaki, Daniel Giménez Cacho, Carlos Nakasone, Ricardo Dalmacci, Nevil Wilton, John Keyser, Raúl Valerio, Monserrat Ontiveros, Daniel Gimenez Cacho",Mexico,2018,1991,NR,"94 min","Comedies, Independent Movies, International Movies"
81005314,Movie,Sparring,"Samuel Jouy","Mathieu Kassovitz, Olivia Merilahti, Souleymane M'Baye, Billie Blain, Malik Bine, Zakariya Gouram, Jolente De Keersmaeker, Lyes Salem, Ali Labidi, David Saracino",France,2018,2017,TV-14,"94 min","Dramas, International Movies, Sports Movies"
80242828,Movie,Stephanie,"Akiva Goldsman","Shree Cooks, Frank Grillo, Anna Torv","United States",2018,2017,R,"86 min","Horror Movies"
81004223,Movie,Terrifier,"Damien Leone","Jenna Kanell, Samantha Scaffidi, David Howard Thornton, Catherine Corcoran, Pooya Mohseni, Matt McAllister, Katie Maguire, Gino Cafarelli, Cory DuVal, Michael Leavy","United States",2018,2017,TV-MA,"84 min","Horror Movies, Independent Movies, Thrillers"
80198730,Movie,"The Keeping Hours","Karen Moncrieff","Lee Pace, Carrie Coon, Sander Thomas, Amy Smart, Ray Baker, Ana Ortiz, Molly Hagan, Christina Vidal, Anna Diop, Jane Daly, Cliff Chamberlain","United States",2018,2017,PG-13,"95 min","Dramas, Thrillers"
80999945,Movie,"The Perfect Day","Jean-Pierre Devillers",,,2018,2018,TV-14,"93 min","Documentaries, International Movies, Sports Movies"
81016043,Movie,"The Promise","Sophon Sakdaphisit","Bee Namthip, Apichaya Thongkham, Thunyaphat Pattarateerachaicharoen, Panisara Rikulsurakan, Deuntem Salitul, Benjamin Joseph Varney, Suchada Poonpattanasuk, Surachai Ningsanond, Teerapop Songwaja, Duangjai Hiransri, Sawanee Utoomma, Chaleeda Gilbert",Thailand,2018,2017,TV-MA,"113 min","Horror Movies, International Movies, Thrillers"
17672040,Movie,"The River Wild","Curtis Hanson","Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Elizabeth Hoffman, William Lucking, Diane Delano","United States",2018,1994,PG-13,"111 min","Action & Adventure"
81004162,"TV Show","The Road to Calvary",,"Anna Chipovskaya, Yulia Snigir, Leonid Bichevin, Pavel Trubiner",Russia,2018,2017,TV-14,"1 Season","International TV Shows, TV Dramas"
81011096,Movie,"최강전사 미니특공대 : 영웅의 탄생","Young Jun Lee","Um Sang-hyun, Yang Jeong-hwa, Jeon Tae-yeol, Shin Yong-woo, Lee So-young, So-yeon",,2018,2018,TV-Y7-FV,"68 min","Children & Family Movies"
80188969,"TV Show","A Boy Name Flora A",,"Crowd Lu, Tsai Chen-nan, Lotus Wang, Fan Chu-Mei, Hsieh Ying-shiuan, Vera Yen, Cammy Chiang",Taiwan,2017,2017,TV-MA,"1 Season","International TV Shows, TV Comedies, TV Dramas"
80189155,"TV Show","A House of Blocks",,"Eli Shi, Phoebe Lin, Chen Wan-ting, Fan Chen-fei, Lu Hsueh-feng, Figaro Tseng, Winnie Chang, Elten Ting",,2017,2017,TV-MA,"1 Season","International TV Shows, TV Dramas, TV Horror"
20254278,Movie,"Aakhri Adaalat","Rajiv Mehra","Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar",India,2017,1988,TV-14,"148 min","Action & Adventure, International Movies"
80203742,Movie,"Alias JJ, la celebridad del mal",,,,2017,2017,TV-14,"54 min","Documentaries, International Movies"
80189208,"TV Show","All About Love",,"Christina Mok, River Huang, Stone Yang, April Liu, Andy Wu, Jake Hsu",Taiwan,2017,2017,TV-14,"1 Season","International TV Shows, TV Dramas, TV Horror"
70276596,Movie,"Berserk: The Golden Age Arc II - The Battle for Doldrey","Toshiyuki Kubooka","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Japan,2017,2012,TV-MA,"92 min","Action & Adventure, Anime Features, International Movies"
80063025,Movie,"Berserk: The Golden Age Arc III - The Advent","Toshiyuki Kubooka","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,2017,2013,TV-MA,"107 min","Action & Adventure, Anime Features, International Movies"
70068739,Movie,"Brother's Shadow","Todd S. Yellin","Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery","United States",2017,2006,TV-14,"90 min","Dramas, Independent Movies"
80158389,Movie,"Chadi Jawani Budhe Nu",,Anand,India,2017,1976,TV-PG,"135 min","Comedies, International Movies, Romantic Movies"
80184974,Movie,"Concrete Football","Jesse Adang, Syrine Boulanouar",,"Czech Republic, France",2017,2016,TV-MA,"52 min","Documentaries, International Movies, Sports Movies"
80156941,Movie,"Ek Jaan Hain Hum","Rajiv Mehra","Rajiv Kapoor, Divya Rana, Shammi Kapoor, Tanuja, Kiran Vairale, Rakesh Bedi, Gulshan Grover, Monty Sharma",India,2017,1983,TV-14,"151 min","Dramas, International Movies, Music & Musicals"
80178543,"TV Show","FINAL FANTASY XIV Dad of Light",,"Yudai Chiba, Ren Osugi, Fumika Baba, Yoshihiko Hakamada, Hatsunori Hasegawa, Mako Ishino",Japan,2017,2017,TV-PG,"1 Season","International TV Shows, TV Dramas"
70213196,"TV Show","Gurren Lagann",,"Tetsuya Kakihara, Katsuyuki Konishi, Marina Inoue, Masaya Onosaka, Nobuyuki Hiyama, Shizuka Ito, Daiki Nakamura, Kisho Taniyama, Rina Sato, Kana Ueda, Kana Asumi, Mitsuki Saiga, Takako Honda, Yukari Fukui, Kiyoyuki Yanada, Michiko Neya, Akio Suyama, Kiyoshi Kawakubo, Narushi Ikeda, Andrea Kwan, Brett Weaver, Bridget Hoffman, Dave Bridges, David Lee Mckinney, Hynden Walch, Kyle Hebert, Michelle Ruff, Yuri Lowenthal",Japan,2017,2007,TV-14,"1 Season","Anime Series, International TV Shows"
70208520,"TV Show","High Risk",,,"United States",2017,1988,TV-G,"1 Season","Docuseries, Reality TV"
80061314,Movie,Incorruptible,"Elizabeth Chai Vasarhelyi",,"United States, Senegal",2017,2015,TV-MA,"90 min",Documentaries
70052492,Movie,"Inuyasha the Movie - L'isola del fuoco scarlatto","Toshiya Shinohara","Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Ken Narita, Cho, Mamiko Noto, Nobutoshi Canna, Fumiko Orikasa, Richard Ian Cox, Moneca Stori",Japan,2017,2004,NR,"88 min","Action & Adventure, Anime Features, International Movies"
70036200,Movie,"Inuyasha the Movie - La spada del dominatore del mondo","Toshiya Shinohara","Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken Narita, Akio Otsuka, Kikuko Inoue",Japan,2017,2003,NR,"99 min","Action & Adventure, Anime Features, International Movies"
70018513,Movie,"InuYasha: The Movie 2: The Castle Beyond the Looking Glass","Toshiya Shinohara","Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Mieko Harada",Japan,2017,2002,NR,"99 min","Action & Adventure, Anime Features, International Movies"
80158480,Movie,"Khoon Khoon","Mohammed Hussain","Danny Denzongpa, Mahendra Sandhu, Rekha, Faryal, Helen, Jagdeep",India,2017,1973,TV-14,"132 min","Action & Adventure, International Movies"
80105933,"TV Show","LEGO Elves: Secrets of Elvendale",,"Ashleigh Ball, Erin Mathews, Rebecca Husain, Kyle Rideout, Riley Murdock, Vincent Tong, Nicole Oliver, Scott McNeil, Kathleen Barr","United States",2017,2017,TV-Y7,"1 Season","Kids' TV"
80139506,Movie,"Little Evil","Eli Craig","Adam Scott, Evangeline Lilly, Bridget Everett, Owen Atlas, Chris D'Elia, Donald Faison, Clancy Brown, Tyler Labine, Kyle Bornheimer, Carla Gallo, Brad Williams, Sally Field","United States",2017,2017,TV-MA,"95 min","Comedies, Horror Movies"
80205314,Movie,"Lorai: Play to Live","Parambrata Chatterjee","Prasenjit Chatterjee, Payel Sarkar, Indrasish Roy, Kanchan Mullick, Kharaj Mukherjee, Gargi Roychowdhury, Deepankar De, Biswajit Chakraborty, Bharat Kaul, Rajat Ganguly",India,2017,2015,TV-14,"155 min","Dramas, International Movies, Sports Movies"
80133200,"TV Show",Maniac,,"Espen Petrus Andersen Lervaag, Håkon Bast Mossige, Arif Salum, Ingeborg Raustøl, Marte Germaine Christensen, Mats Mogeland",Norway,2017,2015,TV-MA,"1 Season","International TV Shows, TV Comedies, TV Dramas"
80158545,Movie,Manoranjan,"Shammi Kapoor","Sanjeev Kumar, Zeenat Aman, Shammi Kapoor, Dev Kumar, Madan Puri, Paintal, Asit Kumar Sen, Agha, Murad, Shefali",India,2017,1974,TV-14,"162 min","Comedies, International Movies, Music & Musicals"
80156939,Movie,Mujrim,"Umesh Mehra","Mithun Chakraborty, Madhuri Dixit, Suresh Oberoi, Shakti Kapoor, Pallavi Joshi, Gulshan Grover, Amrish Puri, Nutan, Jagdeep, Sharat Saxena",India,2017,1989,TV-14,"163 min","Action & Adventure, Dramas, International Movies"
80152537,Movie,"Naruto Shippuden : Blood Prison","Masahiko Murata","Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Kazuhiko Inoue, Masaki Terasoma, Mie Sonozaki, Yuichi Nakamura, Kengo Kawanishi, Kosei Hirota, Masako Katsuki",Japan,2017,2011,TV-14,"102 min","Action & Adventure, Anime Features, International Movies"
80045673,Movie,"Naruto Shippûden the Movie: The Will of Fire","Masahiko Murata","Junko Takeuchi, Kazuhiko Inoue, Chie Nakamura, Satoshi Hino, Showtaro Morikubo, Kentarô Itô, Ryoka Yuzuki, Kosuke Toriumi, Nana Mizuki, Shinji Kawada, Yoichi Masukawa, Koichi Tochika, Yukari Tamura",Japan,2017,2009,TV-14,"96 min","Action & Adventure, Anime Features, International Movies"
70275937,Movie,"Naruto Shippuden: The Movie: The Lost Tower","Masahiko Murata","Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Satoshi Hino, Toshiyuki Morikawa, Mutsumi Tamura, Mayuki Makiguchi, Kenji Hamada, Nobuaki Fukuda, Saori Hayami",Japan,2017,2010,TV-14,"85 min","Action & Adventure, Anime Features, International Movies"
70101321,Movie,"Naruto the Movie 2: Legend of the Stone of Gelel","Hirotsugu Kawasaki","Junko Takeuchi, Showtaro Morikubo, Chie Nakamura, Gaamon Kai, Takako Honda, Akira Ishida, Yasuyuki Kase, Noriaki Sugiyama, Kazuhiko Inoue",Japan,2017,2005,NR,"97 min","Action & Adventure, Anime Features, International Movies"
70108386,Movie,"Naruto the Movie 3: Guardians of the Crescent Moon Kingdom","Toshiyuki Tsuru","Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Naya Rokurô, Marika Hayashi, Hisao Egawa, Kenji Hamada, Haruhi Nanao",Japan,2017,2006,NR,"95 min","Action & Adventure, Anime Features, International Movies"
70074559,Movie,"Naruto the Movie: Ninja Clash in the Land of Snow","Tensai Okamura","Yuri Lowenthal, Maile Flanagan, Sam Regal, Cam Clarke, Lex Lang, Kari Wahlgren, Crispin Freeman",Japan,2017,2004,NR,"83 min","Action & Adventure, Anime Features, International Movies"
80162197,Movie,"Offline - Das leben ist kein bonuslevel","Florian Schnell","Moritz Jahn, Mala Emde, Ugur Ekeroglu, David Schütter, Hannes Wegener, Yung Ngo, Kida Khodr Ramadan",Germany,2017,2016,TV-MA,"89 min","Action & Adventure, Comedies, International Movies"
80184055,Movie,Resurface,"Josh Izenberg, Wynn Padula",,"United States",2017,2017,TV-MA,"28 min","Documentaries, Sports Movies"
80160358,Movie,Rocco,"Thierry Demaizière, Alban Teurlai","Rocco Siffredi",France,2017,2016,TV-MA,"103 min","Documentaries, International Movies"
60034929,Movie,"She's Gotta Have It","Spike Lee","Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee, Raye Dowell, Joie Lee, S. Epatha Merkerson, Bill Lee, Cheryl Burr, Aaron Dugger","United States",2017,1986,R,"84 min","Classic Movies, Comedies, Independent Movies"
80157134,Movie,"Sohni Mahiwal","Latif Faiziyev, Umesh Mehra","Zeenat Aman, Pran, Tanuja, Poonam Dhillon","India, Soviet Union",2017,1984,TV-PG,"160 min","Dramas, International Movies, Romantic Movies"
80141891,Movie,"The Distinguished Citizen","Gastón Duprat, Mariano Cohn","Oscar Martínez, Dady Brieva, Andrea Frigerio, Nora Navas, Manuel Vicente, Belén Chavanne, Marcelo D'Andrea, Gustavo Garzón","Argentina, Spain",2017,2016,TV-MA,"113 min","Comedies, Dramas, International Movies"
80183897,Movie,"The Drowning","Bette Gordon","Josh Charles, Julia Stiles, Avan Jogia, Tracie Thoms, Leo Fitzpatrick, Mike Houston, Jasper Newell","United States, Hong Kong",2017,2016,TV-MA,"99 min",Thrillers
80177834,Movie,"The Guardian Brothers","Gary Wang","Edward Norton, Dan Fogler, Mike Birbiglia, Bella Thorne, Randall Park, Mel Brooks, Nicole Kidman, Meryl Streep",China,2017,2016,TV-Y7-FV,"86 min","Children & Family Movies, Comedies"
80121855,Movie,"The Last Shaman","Raz Degan","James Freeman","United Kingdom, Italy, Israel, Peru, United States",2017,2016,TV-MA,"83 min","Documentaries, International Movies"
80168028,Movie,"The Lost Brother","Israel Adrián Caetano","Leonardo Sbaraglia, Daniel Hendler, Ángela Molina, Alián Devetac, Pablo Cedrón, Alejandra Flechner","Argentina, Uruguay, Spain, France",2017,2017,TV-MA,"113 min","Dramas, International Movies"
80200913,"TV Show","Tip the Mouse",,"Alyson Leigh Rosenfeld, Dave Wills, Serra Hirsch, Erica Schroeder, Jason Griffith","Germany, United States, Italy",2017,2014,TV-Y,"1 Season","Kids' TV"
80190990,Movie,"Todo Sobre El Asado","Mariano Cohn, Gastón Duprat","El Negro Álvarez",Argentina,2017,2016,TV-14,"86 min","Documentaries, International Movies"
80173269,Movie,"Who the F**k Is That Guy?","Drew Stone","Michael Alago","United States",2017,2017,TV-MA,"78 min","Documentaries, LGBTQ Movies, Music & Musicals"
80106140,Movie,"A Noble Intention","Joram Lürsen","Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk",Netherlands,2016,2015,NR,"111 min","Dramas, International Movies"
80106137,Movie,"Bon Bini Holland","Jelle de Jonge","Jandino Asporaat, Liliana de Vries, Teun Kuilboer, Sergio IJssel, Dennis Rudge, Alpha Oumar Barry, Phi Nguyen",Netherlands,2016,2015,TV-14,"88 min","Comedies, International Movies"
80118873,"TV Show",Conspiracy,,"Mark Bazeley","United Kingdom",2016,2015,TV-14,"1 Season","British TV Shows, Docuseries"
70229514,"TV Show","Dead Set",,"Jaime Winstone, Andy Nyman, Kevin Eldon, Davina McCall, Warren Brown, Riz Ahmed, Beth Cordingly, Kathleen McDermott, Raj Ghatak","United Kingdom",2016,2008,TV-MA,"1 Season","British TV Shows, TV Horror, TV Thrillers"
80114155,Movie,Dukhtar,"Afia Nathaniel","Samiya Mumtaz, Mohib Mirza, Saleha Aref, Asif Khan, Adnan Shah, Ajab Gul, Abdullah Jan, Samina Ahmad, Omair Rana, Zeeshan Shafa","Pakistan, Norway, United States",2016,2014,TV-14,"93 min","Dramas, Independent Movies, International Movies"
70303288,"TV Show","Easy Fortune Happy Life",,"Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan",Taiwan,2016,2009,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
80118841,Movie,"Figaro Pho","Luke Jurevicius","Luke Jurevicius","United Kingdom",2016,2008,TV-Y7,"29 min","Children & Family Movies, Comedies"
80102579,Movie,"Full Out","Sean Cisterna","Jennifer Beals, Ana Golja, Art Hindle, Jake Epstein, Ramona Milano, Trevor Tordjman, Lamar Johnson, Asha Bromfield, Sarah Fisher","Canada, United States",2016,2015,TV-PG,"88 min","Children & Family Movies, Dramas, Sports Movies"
80111273,"TV Show","Game Winning Hit",,"Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin",Taiwan,2016,2009,TV-PG,"1 Season","International TV Shows, TV Comedies, TV Dramas"
80097438,Movie,"Holy Hell","Will Allen",,"United States",2016,2016,NR,"103 min",Documentaries
80111710,"TV Show","Lucky Days",,"Chris Wang, Tammy Chen, Fan Kuang-yao, Chen Bor Jeng, Lin Mei-hsiu, Ma Nien-hsien",China,2016,2010,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
80114419,Movie,"Off Course","Nacho G. Velilla","Yon González, Julián López, Blanca Suárez, Malena Alterio, Úrsula Corberó, Miki Esparbé, Younes Bachir, Javier Cámara, Carmen Machi, José Sacristán",Spain,2016,2015,TV-MA,"107 min","Comedies, International Movies"
80118888,Movie,"Saudi Arabia Uncovered",,,"United Kingdom",2016,2016,TV-14,"52 min",Documentaries
