show_id,type,title,director,cast,country,year_added,release_year,rating,duration,category
81069393,"TV Show","Surviving R. Kelly",,"R. Kelly","United States",2019,2019,TV-MA,"1 Season",Docuseries
80012550,"TV Show","The Curse of Oak Island",,"Robert Clotworthy","United States",2019,2014,TV-PG,"1 Season",Docuseries
81131761,Movie,"The Outsider","Timothy Woodward Jr.","Jon Foo, Trace Adkins, Sean Patrick Flanery, Kaiwi Lyman, Nelli Tsay, Danny Trejo, Mitchell L. Johnson, Philip V. Bruenn","United States",2019,2019,TV-MA,"86 min",Movies
81176196,"TV Show","The Rap Game",,"Jermaine Dupri","United States",2019,2016,TV-14,"1 Season","Reality TV"
70143831,"TV Show","The Universe",,"Erik Thompson","United States",2019,2009,TV-PG,"1 Season","Docuseries, Science & Nature TV"
81003648,"TV Show","Al Hayba",,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",Lebanon,2018,2017,TV-14,"1 Season","Crime TV Shows, International TV Shows, TV Dramas"
81016326,Movie,"Arisan 2","Nia Dinata","Surya Saputra, Cut Mini Theo, Tora Sudiro",Indonesia,2018,2011,TV-14,"113 min","Comedies, Dramas, International Movies"
80241102,"TV Show","Cabins in the Wild with Dick Strawbridge",,"Dick Strawbridge, William Hardie","United Kingdom",2018,2017,TV-PG,"1 Season","British TV Shows, International TV Shows, Reality TV"
80227777,Movie,"Cardboard Gangsters","Mark O'Connor","John Connors, Fionn Walton, Kierston Wareing, Paul Alwright, Ryan Lincoln, Jimmy Smallhorne, Toni O'Rourke, Fionna Hewitt-Twamley, Stephen Clinch, Ciaran McCabe",Ireland,2018,2016,TV-MA,"92 min","Dramas, International Movies"
81018233,Movie,Eeda,Ajithkumar,"Shane Nigaam, Nimisha Sajayan, Manikandan R. Achari, Alencier Ley Lopez, Sujith Sankar, P. Balachandran, Sudhi Koppa",India,2018,2018,TV-14,"153 min","Dramas, International Movies, Romantic Movies"
81016317,Movie,"Galih dan Ratna","Lucky Kuswandi","Refal Hady, Sheryl Sheinafia, Ayu Dyah Pasha, Joko Anwar, Hengky Tarnando, Marissa Anita, Sari Koeswoyo",Indonesia,2018,2017,TV-PG,"111 min","Dramas, International Movies, Romantic Movies"
81016337,Movie,Gie,"Riri Riza","Nicholas Saputra, Sita Nursanti, Lukman Sardi, Indra Birowo, Wulan Guritno, Thomas Nawilis, Tutie Kirana, Robby Tumewu, Jonathan Mulia",Indonesia,2018,2005,TV-14,"141 min","Dramas, International Movies"
81018234,Movie,"​Goli Soda 2","Vijay Milton","Samuthirakani, Bharath Seeni, Vinoth, Esakki Barath, Chemban Vinod Jose, Gautham Menon, Krisha Kurup, Subiksha",India,2018,2018,TV-MA,"128 min","Action & Adventure, Dramas, International Movies"
80241103,"TV Show","How to Live Mortgage Free with Sarah Beeny",,,,2018,2018,TV-14,"1 Season","British TV Shows, International TV Shows, Reality TV"
80240816,"TV Show","Inside The Freemasons",,,"United Kingdom",2018,2017,TV-14,"1 Season","British TV Shows, Docuseries, International TV Shows"
81018241,Movie,Jugaad,"Susannah Heath-Eves",,,2018,2017,TV-14,"52 min",Documentaries
81018235,Movie,"​Maj Rati ​​Keteki","Santwana Bardoloi","Adil Hussain, Shakil Imtiaz, Mahendra Rabha, Sulakshana Baruah, Rahul Gautam Sarma, Kulada Bhattacharjya, Indu Mohan Das, Moumita Talukdar",India,2018,2017,TV-14,"117 min","Dramas, International Movies"
81018236,Movie,​Mayurakshi,"Atanu Ghosh","Soumitra Chatterjee, Prasenjit Chatterjee, Indrani Haldar, Sudipta Chakraborty, Suman Banerjee, Gargi Roychowdhury",India,2018,2017,TV-14,"100 min","Dramas, International Movies"
81018237,Movie,"Red Oleanders Raktokarobi","Amitava Bhattacharya","Shantilal Mukherjee, Mumtaz Sorcar, Rahul, Koushik Sen, Rajesh Sharma, Debdut Ghosh, Anindya Banerjee, Amitabha Bhattacharjee, Usashi Chakraborty, Dipankar Dey",India,2018,2017,TV-14,"112 min","Dramas, International Movies"
81018238,Movie,Samantaral,"Partha Chakraborty","Riddhi Sen, Parambrata Chatterjee, Soumitra Chatterjee, Aparajita Adhya, Tanusree Chakraborty, Kushal Chakraborty, Anindya Banerjee, Surangana Banerjee",India,2018,2017,TV-MA,"110 min","Dramas, International Movies"
81016339,Movie,"The Secret","Raffi Ahmad, Arie Azis","Nagita Slavina, Raffi Ahmad, Marshanda, Roy Marten, Kanaya Gleadys, Kartika Putri, Tyas Mirasih, Wika Salim",,2018,2018,TV-MA,"98 min","Horror Movies, International Movies"
80067522,Movie,"First They Killed My Father","Angelina Jolie","Sreymoch Sareum, Kompheak Phoeung, Socheata Sveng, Dara Heng, Sothea Khoun, Sreyneang Oun, Kimhak Mun, Chenda Run, Nika Sarun, Nita Sarun","Cambodia, United States",2017,2017,TV-MA,"137 min",Dramas
80192149,Movie,"Gagarin: First in Space","Pavel Parkhomenko","Yaroslav Zhalnin, Mikhail Filippov, Olga Ivanova, Vadim Michman, Vladimir Steklov, Viktor Proskurin, Nadezhda Markina, Daniil Vorobyov",Russia,2017,2013,TV-14,"108 min","Dramas, International Movies"
80142637,Movie,Janaan,"Azfar Jafri","Armeena Rana Khan, Bilal Ashraf, Ali Rehman Khan, Hania Aamir, Usman Mukhtar, Nayyar Ejaz",Pakistan,2017,2016,TV-14,"132 min","Comedies, Dramas, International Movies"
80192014,Movie,Larceny,"R. Ellis Frazier","Dolph Lundgren, Corbin Bernsen, Louis Mandylor, Isaac C. Singleton Jr., Jocelyn Osorio, Eddie J. Fernandez, David Fernandez Jr., Mauricio Mendoza, Steven Dell, Luis Gatica","United States, Mexico",2017,2017,TV-14,"87 min","Action & Adventure"
80192015,Movie,Rumble,"R. Ellis Frazier","Gary Daniels, Luis Gatica, Sissi Fleitas, Eddie J. Fernandez, Fabián López, Justin Nesbitt, Pedro Rodman Rodriguez",Mexico,2017,2016,TV-MA,"92 min","Action & Adventure, Independent Movies"
80168230,Movie,"Strong Island","Yance Ford",,"United States, Denmark",2017,2017,TV-MA,"108 min",Documentaries
80202129,"TV Show","The Five","Mark Tonderai","Tom Cullen, O.T. Fagbenle, Lee Ingleby, Sarah Solemani, Hannah Arterton, Geraldine James, Michael Maloney, Rade Serbedzija, Jonathan Kerrigan, Don Warrington, Sophia La Porta","United Kingdom",2017,2016,TV-MA,"1 Season","British TV Shows, Crime TV Shows, TV Dramas"
80088910,Movie,"Natural Born Pranksters","Roman Atwood, Ben Pluimer","Roman Atwood, Vitaly Zdorovetskiy, Dennis Roady","United States",2016,2016,R,"91 min",Comedies
70290909,Movie,"Sample This","Dan Forrer","Gene Simmons","United States",2016,2012,TV-14,"83 min","Documentaries, Music & Musicals"
80126566,"TV Show","Wartime Portraits",,,Poland,2016,2014,TV-MA,"1 Season","Docuseries, International TV Shows"
80033772,Movie,"Cowspiracy: The Sustainability Secret","Kip Andersen, Keegan Kuhn","Kip Andersen","United States",2015,2014,NR,"90 min",Documentaries
81093951,Movie,"Oh! Baby","B. V. Nandini Reddy","Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",India,2019,2019,TV-14,"157 min","Comedies, International Movies, Music & Musicals"
80238013,Movie,"The Crystal Calls Making the Dark Crystal: Age of Resistance","Randall Lobb","Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs","United States",2019,2019,TV-PG,"83 min","Documentaries, International Movies"
81089941,Movie,"We Have Always Lived in the Castle","Stacie Passon","Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan, Paula Malcomson, Peter Coonan, Ian Toner, Joanne Crawford","United States",2019,2018,TV-14,"95 min","Dramas, Thrillers"
81000011,Movie,"Bangkok Hell","Manop Janjarasskul","Chalad Na Songkhla, Sahatchai 'Stop' Chumrum, Pornchai Hongrattanaporn, Kongsak Kaenmeepol, Samart Saengsa-Ngiam, Suthpong Kanithanon",Thailand,2018,2002,TV-MA,"107 min","Dramas, International Movies"
80243899,"TV Show","Behind the Newsroom",,"Pok Piyatida Woramusik, Willie Ruengrit McIntosh, Charebelle Lanlalin, Tono Pakin Kumwilaisuk, Point Cholawit Meetongcom, Cee Hathaiphat, Pitta Na Pattalung, Ae Sasikarn Aphichartworasilp, Louis Pongphan Petchbuntoon, Sawitree Samipak",,2018,2015,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Dramas"
80217733,Movie,Bleach,"Shinsuke Sato","Sota Fukushi, Hana Sugisaki, Ryo Yoshizawa, Erina Mano, Yu Koyanagi, Seiichi Tanabe, Taichi Saotome, Miyavi, Masami Nagasawa, Yosuke Eguchi",Japan,2018,2018,TV-14,"109 min","Action & Adventure, International Movies, Sci-Fi & Fantasy"
80220035,"TV Show","Boca Juniors Confidential",,,,2018,2018,TV-PG,"1 Season","Docuseries, International TV Shows, Spanish-Language TV Shows"
80194704,"TV Show","Car Masters: Rust to Riches",,"Mark Towle, Shawn Pilot, Constance Nunes, Tony Quinones, Mike "Caveman"" Pyle"",,2018,2018,TV-PG,"1 Season","Reality TV"
80225949,"TV Show","Norm Macdonald Has a Show",,,"United States",2018,2018,TV-MA,"1 Season","Stand-Up Comedy & Talk Shows, TV Comedies"
80999985,Movie,Still,"Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon","Mai Charoenpura, Akara Amarttayakul, Supakson Chaimongkol, Kachapa Toncharoen, Wiradit Srimalai, Vasana Chalakorn, Ratchanont Sukpragawp, Arisara Thongborisut",Thailand,2018,2010,TV-MA,"100 min","Horror Movies, International Movies"
81002336,"TV Show","Super Monsters Monster Party",,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",,2018,2018,TV-Y,"1 Season","Kids' TV"
80188120,Movie,"The Angel","Ariel Vromen","Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi","Israel, United States",2018,2018,TV-MA,"114 min","Dramas, International Movies, Thrillers"
80164779,Movie,"The Land of Steady Habits","Nicole Holofcener","Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais","United States",2018,2018,TV-MA,"98 min","Comedies, Dramas, Independent Movies"
80993613,"TV Show","The Rise of Phoenixes",,"Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong",China,2018,2018,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Action & Adventure"
81092328,Movie,"American Warfighter","Jerry G. Angelo","Jerry G. Angelo, Paul Logan, Joshua Santana, Carolina Castro, David Robbins, Michael King, Tom Crisp, Jennifer Marshall, Victoria Clare, Ryan Baumann, Isaac C. Singleton Jr., Said Faraj","United States",2019,2019,TV-MA,"106 min",Dramas
81183572,Movie,"Deviant Love","Michael Feifer","Emma Bell, Nick Ballard, Bradley Bundlie, Gail O'Grady, Corbin Timbrook, Kate Lang Johnson, Robert Adamson, Caia Coley, Alicia James, Sotida Arpon","United States",2019,2019,TV-14,"87 min",Thrillers
81037283,Movie,"Head Count","Elle Callahan","Isaac Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe","United States",2019,2018,TV-MA,"90 min","Horror Movies, Independent Movies"
80244973,Movie,"Hello, Privilege. It's Me, Chelsea","Alex Stapleton","Chelsea Handler","United States",2019,2019,TV-MA,"65 min",Documentaries
81095103,"TV Show","Kabaneri of the Iron Fortress: The Battle of Unato",,"Tasuku Hatanaka, Sayaka Senbongi, Maaya Uchida, Toshiki Masuda, Kanae Oki, Mariya Ise, Ryota Osaka, Kensuke Sato, Maxwell Powers, Shinichiro Miki",,2019,2019,TV-MA,"1 Season","Anime Series, International TV Shows, TV Horror"
81132438,Movie,"Locked on You","Kıvanç Baruönü","Ata Demirer, Demet Akbağ, Gonca Vuslateri, İlker Aksum, Tarık Ünlüoğlu, Erkan Can, Hande Dane, Ayten Uncuoğlu, Hakan Salınmış, İştar Gökseven",Turkey,2019,2018,TV-14,"105 min","Comedies, International Movies"
80217779,"TV Show",Marianne,,"Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, Bellamine Abdelmalek, Mehdi Meskar, Alban Lenoir, Mireille Herbstmeyer, Corinne Valancogne, Patrick d'Assumçao, Pierre Aussedat",France,2019,2019,TV-MA,"1 Season","International TV Shows, TV Dramas, TV Horror"
80211572,"TV Show",Monarca,,"Irene Azuela, Juan Manuel Bernal, Osvaldo Benavides, Rosa María Bianchi, Antonio de la Vega, Luis Rábago, Sophie Gómez, James Hyde, Carla Adell, Regina Pavón, Dalí González, Alejandro de Hoyos Parera, José Manuel Rincón, Daniela Schmidt, Gabriela de la Garza",Mexico,2019,2019,TV-MA,"1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas"
81161230,Movie,"Shanghai Fortress","Teng Huatao","Lu Han, Shu Qi, Shi Liang, Godfrey Gao, Wang Gongliang, Wang Sen, Sun Jialing, Vincent Matile",China,2019,2019,TV-14,"107 min","Dramas, International Movies, Romantic Movies"
81002412,Movie,"Tall Girl","Nzingha Stewart","Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner, Clara Wilsey, Anjelika Washington, Rico Paris, Angela Kinsey, Steve Zahn","United States",2019,2019,TV-PG,"103 min","Children & Family Movies, Comedies, Romantic Movies"
81023636,Movie,"Time Trap","Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari","United States",2019,2018,TV-14,"88 min","Action & Adventure, Sci-Fi & Fantasy"
80217669,"TV Show","Top Boy",,"Ashley Walters, Kane Robinson, Micheal Ward, Shone Romulus, Simbiatu Ajikawo, Lisa Dwan, David Omoregie, Jasmine Jobson, Hope Ikpoku Jr., Araloyin Oshunremi, Keiyon Cook","United Kingdom",2019,2019,TV-MA,"1 Season","British TV Shows, Crime TV Shows, International TV Shows"
80153467,"TV Show",Unbelievable,,"Toni Collette, Merritt Wever, Kaitlyn Dever, Dale Dickey, Scott Lawrence, Danielle Macdonald, Austin Hébert, Eric Lange, Elizabeth Marvel","United States",2019,2019,TV-MA,"1 Season","Crime TV Shows, TV Dramas"
80192834,Movie,"Reversing Roe",,"Ricki Stern, Annie Sundberg","United States",2018,2018,TV-14,"100 min",Documentaries
80198046,Movie,"Ghost of the Mountains","Ben Wallis","Antoine Fuqua","United States",2017,2017,G,"78 min",Documentaries
80106307,Movie,Extremis,"Dan Krauss",,"United States",2016,2016,TV-PG,"25 min",Documentaries
80993062,"TV Show","The I-Land",,"Natalie Martinez, Kate Bosworth, Ronald Peet, Kyle Schmid, Alex Pettyfer, Sibylla Deen, Gilles Geary, Anthony Lee Medina, Kota Eberhardt, Michelle Veintimilla, Bruce McGill","United States",2019,2019,TV-MA,"1 Season","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
81098586,"TV Show","The Mind, Explained",,"Emma Stone","United States",2019,2019,TV-14,"1 Season","Docuseries, Science & Nature TV"
70267728,Movie,Turbo,"David Soren","Ben Schwartz, Bill Hader, Luis Guzmán, Snoop Dogg, Paul Giamatti, Ryan Reynolds, Maya Rudolph, Ken Jeong, Samuel L. Jackson, Michael Peña, Michelle Rodriguez, Richard Jenkins, Kurtwood Smith, Luis Guzman","United States",2019,2013,PG,"96 min","Children & Family Movies, Comedies"
81011508,"TV Show",Life,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin","South Korea",2018,2018,TV-MA,"1 Season","International TV Shows, Korean TV Shows, TV Dramas"
81001000,Movie,"On My Skin","Alessio Cremonini","Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora",Italy,2018,2018,TV-MA,"100 min","Dramas, International Movies"
80192445,Movie,Heroin(e),"Elaine McMillion Sheldon",,"United States",2017,2017,TV-14,"40 min",Documentaries
80158670,Movie,"Jeff Dunham: Relative Disaster","Michael Simon","Jeff Dunham","United States",2017,2017,TV-MA,"71 min","Stand-Up Comedy"
80223685,"TV Show","Daniel Sloss: Live Shows",,"Daniel Sloss","United States",2018,2018,TV-MA,"1 Season","Stand-Up Comedy & Talk Shows, TV Comedies"
80189586,"TV Show","If I were an Animal",,"Zachary Young, Fleur Delahunty",,2018,2018,TV-Y,"1 Season","Docuseries, Kids' TV, Science & Nature TV"
80244019,Movie,"The Resistance Banker","Joram Lürsen","Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert",Netherlands,2018,2018,TV-MA,"123 min","Dramas, International Movies"
80162143,Movie,"The Forgotten","Oliver Frampton","Clem Tibber, Elarica Johnson, James Doherty, Shaun Dingwall, Lyndsey Marshal","United Kingdom",2017,2014,TV-MA,"89 min","Horror Movies"
81060174,Movie,"Bill Burr: Paper Tiger","Mike Binder","Bill Burr","United States, United Kingdom",2019,2019,TV-MA,"67 min","Stand-Up Comedy"
70130445,Movie,"Eat Pray Love","Ryan Murphy","Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero","United States",2019,2010,PG-13,"140 min","Dramas, Romantic Movies"
80216928,Movie,Evelyn,"Orlando von Einsiedel",,,2019,2019,TV-MA,"96 min","Documentaries, International Movies"
81001494,Movie,"Our Godfather","Mark Franchetti, Andrew Meier","Tommaso Buscetta","United Kingdom",2019,2019,TV-MA,"93 min","Documentaries, International Movies"
81077065,"TV Show","Terrace House: Tokyo 2019-2020",,"You, Reina Triendl, Yoshimi Tokui, Azusa Babazono, Ryota Yamasato, Shono Hayama",,2019,2019,TV-MA,"1 Season","International TV Shows, Reality TV"
80991570,Movie,"My Teacher, My Obsession","Damián Romay","Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz","United States",2018,2018,TV-14,"86 min",Thrillers
80184129,Movie,"68 Kill","Trent Haaga","Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust","United States",2019,2017,R,"96 min","Comedies, Independent Movies, Thrillers"
60000861,Movie,"American Psycho","Mary Harron","Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, Chloë Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner","United States, Canada",2019,2000,R,"102 min","Comedies, Cult Movies, Dramas"
1151375,Movie,"Dante's Peak","Roger Donaldson","Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma","United States",2019,1997,PG-13,"108 min","Action & Adventure"
81137484,Movie,Elena,"Petra Costa",,"Brazil, United States",2019,2012,TV-14,"81 min","Documentaries, International Movies"
80187228,Movie,"First Kill","Steven C. Miller","Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo, Magi Avila, Ty Shelton, Christine Dye","United Kingdom, Canada, United States",2019,2017,R,"102 min","Action & Adventure"
81031008,Movie,"For the Birds","Richard Miron","Kathy Murphy","United States",2019,2018,TV-MA,"93 min",Documentaries
70099119,Movie,Igor,"Tony Leondis","John Cusack, Steve Buscemi, Sean Hayes, Molly Shannon, Eddie Izzard, Jennifer Coolidge, Jay Leno","United States, France",2019,2008,PG,"87 min","Children & Family Movies"
70039185,Movie,"Just Friends","Roger Kumble","Anna Faris, Ty Olsson, Julie Hagerty, Amy Smart, Chris Marquette, Fred Ewanuick, Amy Matysio, Chris Klein, Ryan Reynolds, Stephen Root","Germany, United States, Canada",2019,2005,PG-13,"94 min","Comedies, Romantic Movies"
81073764,"TV Show","Loo Loo Kids: Johny & Friends Musical Adventures",,,,2019,2016,TV-Y,"1 Season","Kids' TV"
81165769,Movie,"Mokalik (Mechanic)","Kunle Afolayan","Tooni Afolayan, Ayo Ogunshina, Dayo Akinpelu, Simi Ogunleye, Femi Adebayo, Lateef Adedimeji, Damilola Ogunsi, Rasaq Olayiwola, Ayo Adesanya, Wale Akorede, Toyosi Benjamin, Hamzat Sherifdeen, Samuel Olasehinde",Nigeria,2019,2019,TV-14,"100 min","Dramas, International Movies"
70056433,Movie,"Mr. Woodcock","Craig Gillespie","Billy Bob Thornton, Seann William Scott, Ethan Suplee, Melissa Sagemiller, Susan Sarandon, Melissa Leo, Bill Macy, Kurt Fuller, Amy Poehler","United States",2019,2007,PG-13,"88 min",Comedies
70113003,Movie,"My Sister's Keeper","Nick Cassavetes","Cameron Diaz, Abigail Breslin, Alec Baldwin, Jason Patric, Sofia Vassilieva, Joan Cusack, Heather Wahlquist, Thomas Dekker, Evan Ellingson, David Thornton","United States",2019,2009,PG-13,"109 min",Dramas
60031232,Movie,"Mystic River","Clint Eastwood","Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",2019,2003,R,"138 min","Dramas, Thrillers"
80032842,Movie,1-Oct,"Kunle Afolayan","Sadiq Daba, David Bailie, Kayode Olaiya, Kehinde Bankole, Fabian Adeoye Lojede, Nick Rhys, Kunle Afolayan, Colin David Reese, Ibrahim Shatta, Femi Adebayo, Kanayo O. Kanayo, Lawrence Stubbings, Ademola Adedoyin",Nigeria,2019,2014,TV-MA,"149 min","Dramas, International Movies, Thrillers"
81137482,Movie,"Olmo & the Seagull","Petra Costa, Lea Glob","Olivia Corsini, Sergio Nicolai, Arman Saribekyan, Sylvain Jailloux, Francis Ressort, Pancho Garcia Aguirre, Shaghayegh Beheshti, Elena Bellei, Sébastien Brottet-Michel, Célia Catalifo","Denmark, Brazil, France, Portugal, Sweden",2019,2014,TV-MA,"82 min","Dramas, Independent Movies, International Movies"
70043308,Movie,"Open Season","Roger Allers, Jill Culton","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton","United States",2019,2006,PG,"86 min","Children & Family Movies, Comedies"
81165771,Movie,"Phone Swap","Kunle Afolayan","Wale Ojo, Nse Ikpe-Etim, Lydia Forson, Joke Silva, Chika Okpala, Ada Ameh, Hafeez Oyetoro, Chika Chukwu",Nigeria,2019,2012,TV-14,"112 min","Comedies, International Movies, Romantic Movies"
70044697,Movie,Poseidon,"Wolfgang Petersen","Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez","United States",2019,2006,PG-13,"98 min","Action & Adventure, Dramas"
70105368,Movie,"Rachel Getting Married","Jonathan Demme","Anne Hathaway, Rosemarie DeWitt, Debra Winger, Bill Irwin, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, Sister Carol East, Sebastian Stan","United States",2019,2008,R,"113 min","Dramas, Independent Movies"
80241003,"TV Show","Serial Killer with Piers Morgan",,"Piers Morgan","United Kingdom",2019,2018,TV-14,"1 Season","British TV Shows, Crime TV Shows, Docuseries"
81141689,Movie,"Spookley the Square Pumpkin","Bernie Denk","Sonja Ball, Craig Francis, Rick Jones, Michel Perron, Holly Gauthier-Frankel, Norman Groulx, Terrence Scammell, Bruce Dinsmore, Jennifer Seguin","United States",2019,2004,G,"47 min","Children & Family Movies"
1008581,Movie,Stripes,"Ivan Reitman","Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Judge Reinhold","United States",2019,1981,R,"106 min","Classic Movies, Comedies, Cult Movies"
70058023,Movie,Superbad,"Greg Mottola","Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan","United States",2019,2007,R,"113 min","Comedies, Cult Movies"
81165786,Movie,"The Bridge","Kunle Afolayan","Chidinma Ekile, Ademola Adedoyin, Kunle Afolayan, Zack Orji, Tina Mba, Ayo Akinwale, Akim Mogaji, Ayo Mogaji, Ken Erics",Nigeria,2019,2017,TV-14,"119 min","Dramas, International Movies, Romantic Movies"
81165770,Movie,"The CEO","Kunle Afolayan","Wale Ojo, Jimmy Jean-Louis, Hilda Dokubo, Nico Panagio, Aurélie Eliam, Peter King Nzioki Mwania, Fatym Layachi, Kemi Lala Akindoju, Angélique Kidjo",Nigeria,2019,2016,TV-14,"109 min","Dramas, International Movies, Thrillers"
70043303,Movie,"The Lake House","Alejandro Agresti","Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke van Ammelrooy, Christopher Plummer","United States",2019,2006,PG,"98 min","Dramas, Romantic Movies, Sci-Fi & Fantasy"
70136074,Movie,"The Last Exorcism","Daniel Stamm","Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton","France, United States",2019,2010,PG-13,"88 min","Horror Movies, Independent Movies, Thrillers"
1153194,Movie,"The Saint","Phillip Noyce","Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev, Henry Goodman, Alun Armstrong, Michael Byrne, Evgeniy Lazarev, Irina Apeksimova, Lev Prygunov","United States",2019,1997,PG-13,"116 min","Action & Adventure, Romantic Movies"
70112730,Movie,"The Taking of Pelham 123","Tony Scott","Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj, Robert Vataj, John Turturro, Michael Rispoli, Ramon Rodriguez, James Gandolfini, John Benjamin Hickey, Alex Kaluzhsky, Gbenga Akinnagbe","United States, United Kingdom",2019,2009,R,"106 min","Action & Adventure"
81154900,"TV Show","Transformers Rescue Bots Academy",,"Adam Andrianopolous, Pierce Cravens, Xander Crowell, Paul Guyet, Michael Hansen, Mason Hensley, Courtney Shaw, Alan Trinca, Keyon Williams, Andy Zou","United States",2019,2019,TV-Y,"1 Season","Kids' TV"
81154956,"TV Show","Transformers: Cyberverse",,"Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes, Deanna McGovern, Dick Terhune",,2019,2018,TV-Y7,"1 Season","Kids' TV"
81158575,Movie,"Uncle Naji in UAE","Ahmed Zain","Ibrahim Almeirasi, Ahmed Saif, Alia Almannai, Mohamed Morshed, Mohamed Alkendi, Tariq Almuhairi","United Arab Emirates",2019,2019,TV-14,"95 min","Comedies, International Movies"
81065786,Movie,"Used Goods","Mohamed Hamdy","Mohamed Ragab, Ayten Amer, Hassan Abdulfattah",Egypt,2019,2018,TV-MA,"95 min","Action & Adventure, Comedies, International Movies"
